"","X","w1.date","treat","sex","age","educ","cauc","hisp","black","midEast","pacIsl","natAm","SAsian","EAsian","SEAsian","party","pDem","state","passCheck","videoContent","w1.totalQuestionnaireMin","w1.finishedQuestionnaire","onTaskMin","offTaskMin","w2.date","w2.totalQuestionnaireMin","w2.finishedQuestionnaire","leafyVeg_Freq","leafyVeg_Ounces","otherVeg_Freq","otherVeg_Ounces","fruit_Freq","fruit_Ounces","wholeGrain_Freq","wholeGrain_Ounces","legumes_Freq","legumes_Ounces","chicken_Freq","chicken_Ounces","turkey_Freq","turkey_Ounces","fish_Freq","fish_Ounces","pork_Freq","pork_Ounces","beef_Freq","beef_Ounces","otherMeat_Freq","otherMeat_Ounces","dairy_Freq","dairy_Ounces","eggs_Freq","eggs_Ounces","refined_Freq","refined_Ounces","beverages_Freq","beverages_Ounces","guessPurpose","guessPurpose2","covid","importHealth","importEnviro","importAnimals","X1_spec","X2_spec","X3_spec","X4_spec","X5_spec","X6_spec","X1_activ","X2_activ","X3_activ","X4_activ","X5_activ","X1_dom","X2_dom","X3_dom","X4_dom","X5_dom","X6_dom","X7_dom","X8_dom","ID","chicken","turkey","fish","pork","beef","otherMeat","dairy","eggs","refined","beverages","leafyVeg","otherVeg","fruit","wholeGrain","legumes","totalMeat","totalAnimProd","mainY","mainYFreqOnly","totalGood","spec","activ","dom","aware","female","young","party2","pDem2","collegeGrad","fuDays","numFoodFreqMissing","treat.pretty"
"30",30,2020-08-26,0,"b.Male",31,"d.4yr",0,1,0,0,0,0,0,0,0,"Independent",0.532544244992803,"California",FALSE,"Exercising for even 10 minutes a day can improve health.",1399,TRUE,0.0228666666666667,20.7599833333333,2020-09-07,2337,TRUE,3.5,2,2,3.5,5.5,5,2,3.5,1,2,5.5,3.5,3.5,3.5,1,2,0,0,1,2,0,0,1,3.5,1,2,1,2,2,3.5,"j.dontKnow","","c.slightlyLess",4,5,5,2,2,2,3,-6,4,5,6,6,6,5,4,5,-3,-4,3,5,-3,-5,"57fbe878035f6e0001d71a8c",19.25,12.25,2,0,2,0,3.5,2,2,7,7,7,27.5,7,2,35.5,5.5,41,13,50.5,-0.551594103092268,1.01914194633246,1.3360558202401,FALSE,0,FALSE,"b.Neutral",5.32544244992803,TRUE,12,0,"Control"
"31",31,2020-08-26,1,"a.Female",48,"d.4yr",1,0,0,0,0,0,0,0,0,"Independent",0.699132241158159,"California",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",1300,TRUE,14.3395666666667,6.53473333333333,2020-09-09,376,TRUE,3.5,3.5,2,3.5,5.5,3.5,3.5,3.5,2,3.5,2,3.5,1,3.5,0,0,2,3.5,0,0,2,3.5,2,3.5,3.5,3.5,2,3.5,0,0,"j.dontKnow","","c.slightlyLess",5,3,3,1,2,1,1,-6,5,1,3,5,3,5,3,3,-3,-3,7,3,-3,-5,"58644414ac950900013dda4b",7,3.5,0,7,0,7,7,12.25,7,0,12.25,7,19.25,12.25,7,24.5,19.25,43.75,12.5,57.75,-0.960657430191702,-0.516991319158865,1.3360558202401,FALSE,1,FALSE,"b.Neutral",6.99132241158159,TRUE,14,0,"Documentary"
"32",32,2020-08-26,0,"b.Male",25,"b.HS",0,1,0,0,0,0,0,0,0,"Independent",0.552958209772901,"Texas",FALSE,"Regularly eating seafood is good for you.",1488,TRUE,0.179766666666667,20.7133833333333,2020-09-07,375,TRUE,3.5,3.5,5.5,2,5.5,5,3.5,5,3.5,3.5,2,3.5,0,0,2,3.5,1,2,0,0,1,3.5,5.5,5,5.5,3.5,1,5,2,5,"a.totalCal","a.generalPatterns","b.somewhatLess",4,4,3,5,3,1,1,-5,2,3,2,6,1,3,5,5,-3,-3,3,5,-5,-5,"58dafb4b58d78900016ebea8",7,0,7,2,0,3.5,27.5,19.25,5,10,12.25,11,27.5,17.5,12.25,19.5,46.75,66.25,17,80.5,-0.551594103092268,-0.796288276520925,1.3360558202401,FALSE,0,TRUE,"b.Neutral",5.52958209772901,FALSE,12,0,"Control"
"33",33,2020-08-26,0,"c.Other",24,"d.4yr",1,0,0,1,0,0,0,0,0,"Democrat",0.416188424803209,"Texas",FALSE,"Most Americans get less than the recommended amount of exercise.",1598,TRUE,0.317266666666667,21.6216833333333,2020-09-07,497,TRUE,2,2,3.5,2,2,3.5,1,3.5,0,0,2,5,0,0,0,0,0,0,2,5,0,0,7,3.5,1,3.5,3.5,3.5,1,3.5,"a.totalCal","a.generalPatterns","a.muchLess",3,4,3,2,3,3,2,-5,4,1,4,7,7,6,2,1,-7,-7,1,1,-7,-7,"58e838872eba9a000101b7ac",10,0,0,0,10,0,24.5,3.5,12.25,3.5,4,7,7,3.5,0,20,28,48,12,21.5,-0.278885218359312,0.600196510289374,-1.10287065481974,FALSE,NA,TRUE,"c.Democrat",4.16188424803209,TRUE,12,0,"Control"
"34",34,2020-08-26,0,"b.Male",39,"e.post",1,0,0,0,0,0,0,0,0,"Democrat",0.540468009249093,"New York",FALSE,"Exercising for even 10 minutes a day can improve health.",1477,TRUE,0.145366666666667,20.9760833333333,2020-09-07,300,TRUE,3.5,3.5,3.5,3.5,3.5,3.5,1,3.5,1,3.5,2,5,0,0,0,0,0,0,3.5,5,0,0,3.5,5,1,3.5,1,3.5,0,0,"j.dontKnow","","d.noChange",4,3,3,5,2,4,5,-6,5,2,2,6,1,3,3,2,-6,-6,6,6,-6,-6,"58f0fca0d40252000192f201",10,0,0,0,17.5,0,17.5,3.5,3.5,0,12.25,12.25,12.25,3.5,3.5,27.5,21,48.5,10,43.75,0.539241435839556,-0.935936755201955,0.458042289218556,FALSE,0,FALSE,"c.Democrat",5.40468009249093,TRUE,12,0,"Control"
"35",35,2020-08-26,1,"b.Male",53,"d.4yr",1,0,0,0,0,0,0,0,0,"Independent",0.451288122929199,"Arizona",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",1314,TRUE,20.4427166666667,0.655866666666667,2020-09-07,370,TRUE,3.5,2,5.5,3.5,1,2,0,0,3.5,3.5,0,0,2,2,0,0,0,0,0,0,0,0,14,3.5,0,0,2,2,0,0,"j.dontKnow","","d.noChange",4,3,3,3,2,3,3,-4,2,1,1,6,1,2,2,1,-7,-7,2,1,-6,-6,"59088951faac6b000136c61d",0,4,0,0,0,0,49,0,4,0,7,19.25,2,0,12.25,4,49,53,16,40.5,-0.278885218359312,-1.35488219124504,-0.810199477812563,FALSE,0,FALSE,"b.Neutral",4.51288122929199,TRUE,12,0,"Documentary"
"36",36,2020-08-26,0,"b.Male",40,"d.4yr",0,1,0,0,0,0,0,0,0,"Democrat",0.699132241158159,"California",FALSE,"Exercising for even 10 minutes a day can improve health.",2333,TRUE,0.185016666666667,25.1503,2020-09-07,679,TRUE,0,0,3.5,5,5.5,3.5,0,0,0,0,2,5,0,0,0,0,1,5,0,0,0,0,0,0,7,3.5,7,5,0,0,"a.totalCal","a.generalPatterns","e.slightlyMore",2,1,1,4,3,1,4,-4,5,1,1,2,1,1,1,1,-7,-5,2,1,-6,-6,"591f7429bd26eb0001528299",10,0,0,5,0,0,0,24.5,35,0,0,17.5,19.25,0,0,15,24.5,39.5,10,36.75,0.2665325511066,-2.05312458465019,-0.712642418810169,FALSE,0,FALSE,"c.Democrat",6.99132241158159,TRUE,12,0,"Control"
"37",37,2020-08-26,1,"b.Male",22,"d.4yr",1,0,0,0,0,0,0,0,0,"Republican",0.681206513581357,"Ohio",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",1316,TRUE,19.0431333333333,2.07161666666667,2020-09-07,309,TRUE,5.5,3.5,3.5,2,2,2,5.5,3.5,1,2,3.5,5,0,0,0,0,1,2,2,3.5,0,0,7,3.5,0,0,1,3.5,0,0,"j.dontKnow","","d.noChange",3,4,3,4,3,4,3,-6,5,3,2,5,4,5,3,5,-7,-4,4,3,-7,-7,"59288c238bc6770001fc1d6e",17.5,0,0,2,7,0,24.5,0,3.5,0,19.25,7,4,19.25,2,26.5,24.5,51,13.5,51.5,0.2665325511066,-0.237694361796805,0.165371112211375,FALSE,0,TRUE,"a.Republican",6.81206513581357,TRUE,12,0,"Documentary"
"38",38,2020-08-26,1,"a.Female",19,"b.HS",1,0,0,0,0,0,0,0,0,"Democrat",0.594181625872585,"Pennsylvania",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",1358,TRUE,0.278116666666667,20.9494166666667,2020-09-07,348,TRUE,3.5,2,2,2,14,3.5,2,2,0,0,2,3.5,0,0,0,0,0,0,0,0,1,2,14,3.5,0,0,0,0,3.5,3.5,"c.fat","a.generalPatterns","d.noChange",3,2,3,3,1,6,6,-6,4,4,4,5,4,5,2,2,-7,-6,2,2,-7,-7,"59658491b9153e0001617465",7,0,0,0,0,2,49,0,0,12.25,7,4,49,4,0,9,49,58,17,64,0.402886993473078,0.181251074246285,-0.712642418810169,FALSE,1,TRUE,"c.Democrat",5.94181625872585,FALSE,12,0,"Documentary"
"39",39,2020-08-26,0,"b.Male",41,"e.post",1,0,0,0,0,0,0,0,0,"Democrat",0.743617723184296,"Illinois",FALSE,"Most Americans get less than the recommended amount of exercise.,Exercising for even 10 minutes a day can improve health.",2096,TRUE,0.318283333333333,27.82805,2020-09-07,283,TRUE,5.5,3.5,5.5,3.5,7,3.5,3.5,5,2,3.5,3.5,3.5,0,0,2,5,1,5,3.5,5,3.5,5,7,3.5,2,5,3.5,3.5,5.5,5,"i.beverages","a.generalPatterns","c.slightlyLess",2,3,4,3,3,3,4,-5,4,2,2,5,4,5,4,3,-6,-5,5,2,-5,-6,"5977e3867412f8000194e1fe",12.25,0,10,5,17.5,17.5,24.5,10,12.25,27.5,19.25,19.25,24.5,17.5,7,62.25,34.5,96.75,22.5,87.5,0.130178108740122,-0.377342840477835,0.360485230216162,FALSE,0,FALSE,"c.Democrat",7.43617723184296,TRUE,12,0,"Control"
"40",40,2020-08-26,0,"a.Female",51,"d.4yr",0,0,0,0,0,0,0,1,0,"Democrat",0.435712274264556,"Georgia",FALSE,"Most Americans get less than the recommended amount of exercise.",1365,TRUE,0.154516666666667,20.3687833333333,2020-09-07,397,TRUE,5.5,5,3.5,5,5.5,5,3.5,5,0,0,2,3.5,0,0,1,3.5,3.5,3.5,3.5,3.5,0,0,2,2,2,3.5,1,3.5,0,0,"a.totalCal","a.generalPatterns","d.noChange",4,4,4,2,2,1,2,-7,1,4,4,6,7,7,4,3,-3,-4,2,2,-6,-7,"5993020a5f49420001caf86b",7,0,3.5,12.25,12.25,0,4,7,3.5,0,27.5,17.5,27.5,17.5,0,35,11,46,14,90,-1.36972075729114,1.01914194633246,0.262928171213768,FALSE,1,FALSE,"c.Democrat",4.35712274264556,TRUE,12,0,"Control"
"41",41,2020-08-26,1,"b.Male",26,"d.4yr",1,0,0,0,0,0,0,0,0,"Independent",0.561413556491432,"North Carolina",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",1319,TRUE,0.34365,20.9008833333333,2020-09-07,570,TRUE,2,2,0,0,2,2,2,2,0,0,2,3.5,0,0,0,0,0,0,0,0,0,0,5.5,3.5,5.5,5,0,0,7,5,"a.totalCal","a.generalPatterns","d.noChange",3,4,3,1,1,4,4,-7,4,1,1,5,1,1,5,5,-4,-6,4,4,-6,-6,"599314b360937e0001899338",7,0,0,0,0,0,19.25,27.5,0,35,4,0,4,4,0,7,46.75,53.75,13,12,-0.551594103092268,-1.6341791486071,0.750713466225737,FALSE,0,FALSE,"b.Neutral",5.61413556491432,TRUE,12,0,"Documentary"
"42",42,2020-08-26,1,"a.Female",71,"b.HS",1,0,0,0,0,0,0,0,0,"Democrat",0.321281093215067,"Idaho",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",1412,TRUE,20.7301333333333,0.59055,2020-09-07,510,TRUE,2,3.5,7,3.5,7,3.5,14,3.5,1,3.5,3.5,3.5,0,0,2,3.5,0,0,1,2,0,0,14,3.5,5.5,3.5,0,0,0,0,"j.dontKnow","","d.noChange",6,5,5,1,1,1,1,-7,1,7,4,7,7,6,1,1,-7,-7,1,1,-7,-7,"5994ce3dc825cf0001d7dd2d",12.25,0,7,0,2,0,49,19.25,0,0,7,24.5,24.5,49,3.5,21.25,68.25,89.5,26,108.5,-1.77878408439057,1.43808738237555,-1.20042771382214,FALSE,1,FALSE,"c.Democrat",3.21281093215067,FALSE,12,0,"Documentary"
"43",43,2020-08-26,1,"b.Male",33,"e.post",1,0,0,0,0,0,0,0,0,"Republican",0.859495892119603,"New York",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",1508,TRUE,1.02856666666667,23.1835166666667,2020-09-08,409,TRUE,3.5,3.5,2,3.5,5.5,3.5,2,3.5,1,3.5,2,3.5,0,0,0,0,1,3.5,2,3.5,0,0,3.5,3.5,2,3.5,1,3.5,0,0,"a.totalCal","a.generalPatterns","d.noChange",3,2,2,3,5,2,2,-3,6,1,1,1,1,1,3,3,-5,-3,3,3,-6,-5,"59d44f0a078dbe00019511a9",7,0,0,3.5,7,0,12.25,7,3.5,0,12.25,7,19.25,7,3.5,17.5,19.25,36.75,10.5,49,0.539241435839556,-2.19277306333122,0.458042289218556,FALSE,0,FALSE,"a.Republican",8.59495892119603,TRUE,13,0,"Documentary"
"44",44,2020-08-26,1,"b.Male",24,"d.4yr",1,0,0,0,0,0,0,1,0,"Democrat",0.699132241158159,"California",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",1296,TRUE,5.38286666666667,15.6128333333333,2020-09-08,199,TRUE,2,2,1,3.5,1,3.5,3.5,3.5,1,5,1,5,0,0,0,0,1,5,2,5,0,0,5.5,2,5.5,3.5,1,3.5,0,0,"c.fat","a.generalPatterns","c.slightlyLess",3,3,4,5,3,2,3,-6,5,1,3,6,7,5,3,1,-6,-6,5,2,-7,-6,"59e1268c6100f9000194a35c",5,0,0,5,10,0,11,19.25,3.5,0,4,3.5,3.5,12.25,5,20,30.25,50.25,15,28.25,0.130178108740122,0.181251074246285,-0.2248571237982,FALSE,0,TRUE,"c.Democrat",6.99132241158159,TRUE,13,0,"Documentary"
"45",45,2020-08-26,1,"a.Female",56,"b.HS",1,0,0,0,0,0,0,0,0,"Republican",0.699132241158159,"California",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",1354,TRUE,0.245633333333333,20.8697,2020-09-07,522,TRUE,3.5,3.5,5.5,3.5,5.5,5,2,3.5,0,0,2,5,0,0,0,0,0,0,3.5,5,0,0,3.5,3.5,7,3.5,0,0,0,0,"j.dontKnow","","d.noChange",5,1,3,3,3,3,2,-6,2,3,2,4,3,2,6,2,-5,-6,6,5,-4,-4,"59f226a9d6380600018b2923",10,0,0,0,17.5,0,12.25,24.5,0,0,12.25,19.25,27.5,7,0,27.5,36.75,64.25,16,66,-0.551594103092268,-0.935936755201955,1.14094170223531,FALSE,1,FALSE,"a.Republican",6.99132241158159,FALSE,12,0,"Documentary"
"46",46,2020-08-26,1,"b.Male",24,"d.4yr",1,0,0,0,0,0,0,0,0,"Independent",0.579389452151684,"Pennsylvania",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",1307,TRUE,14.3036833333333,6.77395,2020-09-08,297,TRUE,1,2,2,2,3.5,3.5,0,0,0,0,3.5,3.5,0,0,0,0,0,0,2,5,0,0,3.5,3.5,0,0,5.5,3.5,2,5,"a.totalCal","c.decrease","c.slightlyLess",4,3,5,2,1,1,1,-5,1,2,5,7,5,4,1,1,-7,-2,3,3,-7,-7,"5a0c600a074b190001251f1e",12.25,0,0,0,10,0,12.25,0,19.25,10,2,4,12.25,0,0,22.25,12.25,34.5,9,18.25,-1.36972075729114,0.320899552927314,-0.322414182800594,FALSE,0,TRUE,"b.Neutral",5.79389452151684,TRUE,13,0,"Documentary"
"47",47,2020-08-26,1,"b.Male",24,"c.2yr",0,1,0,0,0,0,0,0,0,"Independent",0.462761482395914,"Florida",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",1376,TRUE,0.217,21.14475,2020-09-07,1557,TRUE,1,2,2,3.5,1,2,1,3.5,0,0,1,2,2,2,0,0,1,3.5,3.5,3.5,0,0,2,3.5,0,0,2,2,3.5,2,"a.totalCal","a.generalPatterns","c.slightlyLess",2,3,4,4,2,3,5,-4,5,5,5,7,6,5,1,1,-7,-6,2,1,-7,-7,"5a285307df86d80001455de5",2,4,0,3.5,12.25,0,7,0,4,7,2,7,2,3.5,0,21.75,7,28.75,9.5,14.5,0.539241435839556,1.01914194633246,-1.00531359581735,FALSE,0,TRUE,"b.Neutral",4.62761482395914,TRUE,12,0,"Documentary"
"48",48,2020-08-26,0,"b.Male",23,"c.2yr",1,1,0,0,0,0,0,0,0,"Independent",0.58889972749427,"Florida",FALSE,"Most Americans get less than the recommended amount of exercise.",1424,TRUE,0.170733333333333,20.5147833333333,2020-09-07,343,TRUE,0,0,14,3.5,14,3.5,0,0,0,0,0,0,0,0,3.5,3.5,0,0,7,3.5,0,0,7,3.5,7,3.5,7,3.5,0,0,"b.protein","a.generalPatterns","d.noChange",4,3,3,4,3,2,5,-3,5,1,3,7,5,6,2,2,-6,-4,2,3,-6,-7,"5a455345f7b7bc00014e043d",0,0,12.25,0,24.5,0,24.5,24.5,24.5,0,0,49,49,0,0,36.75,49,85.75,24.5,98,0.675595878206034,0.181251074246285,-0.2248571237982,FALSE,0,TRUE,"b.Neutral",5.8889972749427,TRUE,12,0,"Control"
"49",49,2020-08-26,1,"b.Male",44,"b.HS",1,0,0,0,0,0,0,0,0,"Democrat",0.292786542419918,"Wyoming",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",1944,TRUE,0.32475,20.5147,2020-09-09,689,TRUE,3.5,2,3.5,2,0,0,0,0,2,2,3.5,5,0,0,0,0,1,2,2,5,0,0,7,3.5,3.5,3.5,0,0,14,5,"j.dontKnow","","d.noChange",5,3,3,5,4,3,4,-5,3,1,1,6,2,1,3,4,-6,-5,4,3,-5,-6,"5a49713b7aebf70001154615",17.5,0,0,2,10,0,24.5,12.25,0,70,7,7,0,0,4,29.5,36.75,66.25,17,18,0.402886993473078,-1.35488219124504,0.360485230216162,FALSE,0,FALSE,"c.Democrat",2.92786542419918,FALSE,14,0,"Documentary"
"50",50,2020-08-26,0,"b.Male",25,"d.4yr",0,0,0,0,0,0,0,1,0,"Democrat",0.699132241158159,"California",FALSE,"Most Americans get less than the recommended amount of exercise.,It is important to teach children good habits in terms of exercise.,Exercising for even 10 minutes a day can improve health.",1306,TRUE,5.62835,14.8449833333333,2020-09-07,270,TRUE,3.5,2,2,2,5.5,3.5,2,3.5,2,2,3.5,3.5,0,0,2,3.5,2,3.5,1,3.5,1,2,1,2,2,2,3.5,3.5,1,3.5,"a.totalCal","a.generalPatterns","b.somewhatLess",4,3,3,4,2,4,4,-5,4,2,3,5,4,4,2,1,-7,-6,3,2,-6,-6,"5a6fa677c2eb6c00017e042e",12.25,0,7,7,3.5,2,2,4,12.25,3.5,7,4,19.25,7,4,31.75,6,37.75,12.5,41.25,0.2665325511066,-0.377342840477835,-0.517528300805381,FALSE,0,TRUE,"c.Democrat",6.99132241158159,TRUE,12,0,"Control"
"51",51,2020-08-26,0,"a.Female",22,"d.4yr",0,1,0,0,0,0,0,0,0,"Democrat",0.548683640845209,"Illinois",FALSE,"Exercising for even 10 minutes a day can improve health.",1722,TRUE,0.651566666666667,23.4497666666667,2020-09-07,720,TRUE,2,3.5,2,2,1,3.5,1,2,0,0,2,3.5,0,0,0,0,1,2,1,2,0,0,5.5,2,0,0,0,0,3.5,3.5,"i.beverages","a.generalPatterns","d.noChange",3,3,4,4,1,2,3,-7,4,5,2,7,6,2,1,1,-7,-6,2,1,-7,-7,"5a8895f0f1408d0001769b7b",7,0,0,2,2,0,11,0,0,12.25,7,4,3.5,2,0,11,11,22,9.5,16.5,-0.551594103092268,0.181251074246285,-1.00531359581735,FALSE,1,TRUE,"c.Democrat",5.48683640845209,TRUE,12,0,"Control"
"52",52,2020-08-26,0,"b.Male",30,"d.4yr",1,0,0,0,0,0,0,0,0,"Democrat",0.699132241158159,"California",FALSE,"It is important to teach children good habits in terms of exercise.",1365,TRUE,0.178783333333333,20.5599,2020-09-07,536,TRUE,3.5,3.5,7,3.5,0,0,0,0,0,0,1,5,0,0,0,0,2,5,2,5,3.5,5,5.5,3.5,7,3.5,0,0,7,5,"a.totalCal","a.generalPatterns","d.noChange",3,2,3,3,3,2,1,-5,4,2,1,4,4,3,4,4,-5,-5,4,3,-5,-5,"5a9e841089de8200013f28d3",5,0,0,10,10,17.5,19.25,24.5,0,35,12.25,24.5,0,0,0,42.5,43.75,86.25,21,36.75,-0.41523966072579,-0.935936755201955,0.653156407223343,FALSE,0,FALSE,"c.Democrat",6.99132241158159,TRUE,12,0,"Control"
"53",53,2020-08-26,0,"a.Female",24,"e.post",0,0,0,0,0,0,0,0,1,"Independent",0.403619441114409,"New Jersey",FALSE,"Exercising for even 10 minutes a day can improve health.",1416,TRUE,0.17125,21.0699,2020-09-07,406,TRUE,3.5,3.5,14,5,2,3.5,0,0,1,2,3.5,5,0,0,2,3.5,2,3.5,3.5,5,0,0,2,3.5,0,0,2,3.5,1,3.5,"a.totalCal","a.generalPatterns","c.slightlyLess",3,3,3,3,2,1,1,-4,4,3,3,6,4,4,1,1,-7,-7,1,1,-7,-7,"5aa71a2b6219a30001c763ec",17.5,0,7,7,17.5,0,7,0,7,3.5,12.25,70,7,0,2,49,7,56,13,91.25,-0.551594103092268,-0.0980458831157753,-1.20042771382214,FALSE,1,TRUE,"b.Neutral",4.03619441114409,TRUE,12,0,"Control"
"54",54,2020-08-26,1,"b.Male",28,"b.HS",1,1,0,0,0,0,0,0,0,"Independent",0.393228109222793,"Texas",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",1310,TRUE,0.171983333333333,20.81065,2020-09-07,743,TRUE,0,0,1,3.5,0,0,0,0,0,0,5.5,3.5,1,5,0,0,1,3.5,2,3.5,0,0,2,5,0,0,5.5,5,1,5,"j.dontKnow","","d.noChange",2,2,2,7,4,4,4,-4,4,2,1,6,4,1,4,4,-4,-4,4,6,-5,-6,"5ab84333f69e940001d8f0af",19.25,5,0,3.5,7,0,10,0,27.5,5,0,3.5,0,0,0,34.75,10,44.75,11.5,3.5,1.08465920530547,-0.935936755201955,1.04338464323292,FALSE,0,FALSE,"b.Neutral",3.93228109222793,FALSE,12,0,"Documentary"
"55",55,2020-08-26,1,"b.Male",26,"d.4yr",0,0,1,0,0,0,0,0,0,"Democrat",0.566689186938139,"Missouri",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",1297,TRUE,7.82281666666667,12.5278333333333,2020-09-07,313,TRUE,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,2,2,1,3.5,0,0,1,3.5,1,2,1,3.5,1,2,2,3.5,3.5,3.5,3.5,3.5,0,0,"d.vegetables","a.generalPatterns","d.noChange",5,5,5,2,2,2,2,-6,3,5,6,6,6,6,1,1,-7,-7,1,1,-7,-7,"5ac4c730f69e940001d977e1",3.5,0,3.5,2,3.5,2,7,12.25,12.25,0,12.25,12.25,12.25,12.25,4,14.5,19.25,33.75,10.5,53,-0.824302987825224,1.15879042501349,-1.20042771382214,FALSE,0,FALSE,"c.Democrat",5.66689186938139,TRUE,12,0,"Documentary"
"56",56,2020-08-26,1,"a.Female",31,"b.HS",1,0,0,0,0,0,0,0,0,"Democrat",0.572677894305333,"North Carolina",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",1499,TRUE,0.627766666666667,21.19025,2020-09-07,810,TRUE,1,3.5,3.5,3.5,1,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,7,3.5,3.5,5,"j.dontKnow","","d.noChange",3,3,4,2,1,2,2,-6,3,2,2,5,4,4,2,2,-6,-6,1,1,-7,-7,"5ad7835e9c198c0001fad31a",0,0,0,0,0,0,28,0,24.5,17.5,3.5,12.25,2,10,0,0,28,28,14,27.75,-0.960657430191702,-0.516991319158865,-0.810199477812563,FALSE,1,FALSE,"c.Democrat",5.72677894305333,FALSE,12,0,"Documentary"
"57",57,2020-08-26,0,"a.Female",24,"b.HS",1,0,0,0,0,0,0,0,0,"Democrat",0.476491816610755,"Kentucky",FALSE,"It is important to teach children good habits in terms of exercise.",1377,TRUE,2.67711666666667,18.7511333333333,2020-09-07,429,TRUE,7,5,14,5,3.5,3.5,1,2,3.5,3.5,5.5,3.5,0,0,2,3.5,0,0,1,3.5,0,0,0,0,5.5,3.5,5.5,3.5,7,5,"b.protein","a.generalPatterns","d.noChange",3,3,3,6,5,3,4,-5,5,2,1,6,5,5,1,1,-7,-6,1,1,-7,-7,"5adfbd52f6b58c0001fa8f3c",19.25,0,7,0,3.5,0,0,19.25,19.25,35,35,70,12.25,2,12.25,29.75,19.25,49,14,131.5,0.94830476293899,-0.237694361796805,-1.10287065481974,FALSE,1,TRUE,"c.Democrat",4.76491816610755,FALSE,12,0,"Control"
"58",58,2020-08-26,0,"b.Male",37,"d.4yr",1,0,0,0,0,0,0,0,0,"Republican",0.450983403182864,"Michigan",FALSE,"Most Americans get less than the recommended amount of exercise.",2222,TRUE,0.158066666666667,20.3389333333333,2020-09-08,302,TRUE,3.5,2,5.5,3.5,5.5,3.5,2,3.5,0,0,0,0,0,0,0,0,3.5,5,0,0,0,0,5.5,2,1,2,7,3.5,0,0,"j.dontKnow","","d.noChange",2,2,2,4,3,3,2,-3,4,4,2,5,5,4,3,2,-6,-6,2,2,-6,-6,"5aedec6e76b763000132f75e",0,0,0,17.5,0,0,11,2,24.5,0,7,19.25,19.25,7,0,17.5,13,30.5,10,52.5,0.2665325511066,-0.0980458831157753,-0.322414182800594,FALSE,0,FALSE,"a.Republican",4.50983403182864,TRUE,13,0,"Control"
"59",59,2020-08-26,1,"a.Female",54,"c.2yr",1,0,0,0,0,0,0,0,0,"Other/I don't know",0.581193343428601,"New York",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",1442,TRUE,0.353283333333333,20.93415,2020-09-07,456,TRUE,1,3.5,3.5,3.5,5.5,3.5,0,0,1,3.5,0,0,0,0,0,0,0,0,0,0,0,0,2,3.5,0,0,2,3.5,0,0,"g.meatAnimProd","c.decrease","d.noChange",3,3,5,1,1,2,1,-6,1,3,3,7,4,5,4,5,-7,-7,4,2,-6,-7,"5af2686097a14300017d28f0",0,0,0,0,0,0,7,0,7,0,3.5,12.25,19.25,0,3.5,0,7,7,2,38.5,-1.50607519965761,0.181251074246285,-0.0297430057934127,TRUE,1,FALSE,"b.Neutral",5.81193343428601,TRUE,12,0,"Documentary"
"60",60,2020-08-26,0,"a.Female",33,"e.post",1,0,0,0,0,0,0,0,0,"Democrat",0.795997803022089,"California",FALSE,"Exercising for even 10 minutes a day can improve health.",1367,TRUE,0.13395,20.5982333333333,2020-09-07,292,TRUE,0,0,2,3.5,1,3.5,3.5,5,2,3.5,2,3.5,0,0,1,2,1,2,3.5,2,0,0,3.5,2,2,3.5,0,0,0,0,"j.dontKnow","","d.noChange",3,4,4,2,1,1,3,-6,2,2,2,7,5,5,1,1,-7,-7,1,1,-7,-7,"5afa5252672ea800010d97e6",7,0,2,2,7,0,7,7,0,0,0,7,3.5,17.5,7,18,14,32,13,35,-1.09701187255818,0.0416025955652547,-1.20042771382214,FALSE,1,FALSE,"c.Democrat",7.95997803022089,TRUE,12,0,"Control"
